Group,Available,Link,AvailableLabel
darkside,False,darksidc3iux462n6yunevoag52ntvwp6wulaz3zirkmh4cnz6hhj7id.onion,False
ragnarlocker,False,rgleak7op734elep.onion,False
ragnarlocker,True,rgleaktxuey67yrgspmhvtnrqtgogur35lwdrup4d3igtbm3pupc4lyd.onion,True
ragnarlocker,False,p6o7m73ujalhgkiv.onion,False
clop,False,ekbgzchl6x2ias37.onion,False
clop,True,santat7kpllt6iyvqbr7q4amdv6dzrh6paatvyrzl7ry3zm72zigf4ad.onion,True
netwalker,False,rnfdsgm6wb6j6su5txkekw4u4y47kp2eatvu7d6xhyn5cs4lt4pdrqqd.onion,False
doppelpaymer,False,hpoo4dosa3x4ognfxpqcrjwnsigvslm7kv6hvmhh2yqczaxy3j6qnwad.onion,False
revil,False,dnpscnbaix6nkwvystl3yxglz7nteicqrou3t75tpcc5532cztc46qyd.onion,False
revil,False,aplebzu47wgazapdqks6vrcv6zcnjppkbxbr6wketf56nf6aq2nmyoyd.onion,False
revil,False,blogxxu75w63ujqarv476otld7cyjkq4yoswzt4ijadkjwvg3vrvd5yd.onion,False
everest,True,ransomocmou6mnbquqz44ewosbkjk3o5qjsl3orawojexfook2j7esad.onion,True
ragnarok,False,wobpitin77vdsdiswr43duntv6eqw4rvphedutpaxycjdie6gg3binad.onion,False
ragnarok,False,sushlnty2j7qdzy64qnvyb6ajkwg7resd3p6agc2widnawodtcedgjid.onion,False
conti,False,continewsnv5otx5kaoje7krkto2qbu3gtqef22mnr7eaxw3y6ncz3ad.onion,False
conti,False,continews.click,False
conti,False,continews.bz,False
pysa,False,pysa2bitc5ldeyfak4seeruqymqs4sj5wt5qkcq7aoyg4h2acqieywad.onion,False
nefilim,False,hxt254aygrsziejn.onion,False
maze,False,xfr3txoorcyy7tikjgj5dk3rvo3vsrpyaxnclyohkbfp3h277ap4tiad.onion,False
mount-locker,False,mountnewsokhwilx.onion,False
babuk,False,nq4zyac4ukl4tykmidbzgdlvaboqeqsemkp4t35bzvjeve6zm2lqcjid.onion,False
ransomexx,True,rnsm777cdsjrsdlbs4v5qoeppu3px6sb2igmh53jzrx7ipcrbjz5b2ad.onion,True
cuba,False,cuba4mp6ximo2zlo.onion,False
cuba,False,cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion,False
pay2key,False,pay2key2zkg7arp3kv3cuugdaqwuesifnbofun4j6yjdw5ry7zw2asid.onion,False
aztroteam,False,anewset3pcya3xvk73hj7yunuamutxxsm5sohkdi32blhmql55tvgqad.onion,False
lockdata,False,wm6mbuzipviusuc42kcggzkdpbhuv45sn7olyamy6mcqqked3waslbqd.onion,False
blacktor,False,bl4cktorpms2gybrcyt52aakcxt6yn37byb65uama5cimhifcscnqkid.onion,False
haron,False,ft4zr2jzlqoyob7yg4fcpwyt37hox3ajajqnfkdvbfrkjioyunmqnpad.onion,False
darkleakmarket,False,54rdhzjzc4ids4u4wata4zr4ywfon5wpz2ml4q3avelgadpvmdal2vqd.onion,False
darkleakmarket,False,aby6efzmp7jzbwgidgqc6ghxi2vwpo6d7eaood5xuoxutrfofsmzcjqd.onion,False
darkleakmarket,True,darklmmmfuonklpy6s3tmvk5mrcdi7iapaw6eka45esmoryiiuug6aid.onion,True
darkleakmarket,True,darkleakyqmv62eweqwy4dnhaijg4m4dkburo73pzuqfdumcntqdokyd.onion,True
prometheus,False,promethw27cbrcot.onion,False
blackmatter,False,blackmax7su6mbwtcyo3xwtpfxpm356jjqrs34y4crcytpw7mifuedyd.onion,False
payloadbin,False,vbmisqjshn4yblehk2vbnil53tlqklxsdaztgphcilto3vdj4geao5qd.onion,False
groove,False,ws3dh6av66sjbxxkjpw5ao3wqzmtejnkzheswm4dz5rrwvular7xvkqd.onion,False
ako,False,kwvhrdibgmmpkhkidrby4mccwqpds5za6uo2thcw5gz75qncv7rbhyad.onion,False
atomsilo,False,mhdehvkomeabau7gsetnsrhkfign4jgnx3wajth5yb5h6kvzbd72wlqd.onion,False
atomsilo,False,l5cjga2ksw6rxumu5l4xxn3cmahhi2irkbwg3amx6ajroyfmfgpfllid.onion,False
avos,False,avos2fuj6olp6x36.onion,False
blackbyte,False,6iaj3efye3q62xjgfxyegrufhewxew7yt4scxjd45tlfafyja6q4ctqd.onion,False
blackbyte,False,f5uzduboq4fa2xkjloprmctk7ve3dm46ff7aniis66cbekakvksxgeqd.onion,False
blackbyte,False,dlyo7r3n4qy5fzv4645nddjwarj7wjdd6wzckomcyc7akskkxp4glcad.onion,False
blackbyte,False,fl3xpz5bmgzxy4fmebhgsbycgnz24uosp3u4g33oiln627qq3gyw37ad.onion,False
blackbyte,False,ce6roic2ykdjunyzazsxmjpz5wsar4pflpoqzntyww5c2eskcp7dq4yd.onion,False
blackbyte,False,jbeg2dct2zhku6c2vwnpxtm2psnjo2xnqvvpoiiwr5hxnc6wrp3uhnad.onion,False
lolnek,False,mmeeiix2ejdwkmseycljetmpiwebdvgjts75c63camjofn2cjdoulzqd.onion,False
lolnek,False,obzuqvr5424kkc4unbq2p2i67ny3zngce3tbdr37nicjqesgqcgomfqd.onion,False
lolnek,False,nclen75pwlgebpxpsqhlcnxsmdvpyrr7ogz36ehhatfmkvakeyden6ad.onion,False
blackshadow,False,544corkfh5hwhtn4.onion,False
bonacigroup,False,bonacifryrxr4siz6ptvokuihdzmjzpveruklxumflz5thmkgauty2qd.onion,False
crylock,False,d57uremugxjrafyg.onion,False
ech0raix,False,veqlxhq7ub5qze3qy56zx2cig2e6tzsgxdspkubwbayqije6oatma6id.onion,False
ep918,False,dg5fyig37abmivryrxlordrczn6d6r5wzcfe2msuo5mbbu2exnu46fid.onion,False
exorcist,False,7iulpt5i6whht6zo2r52f7vptxtjxs3vfcdxxazllikrtqpupn4epnqd.onion,False
hades,False,ixltdyumdlthrtgx.onion,False
hellokitty,False,3r6n77mpe737w4sbxxxrpc5phbluv6xhtdl5ujpnlvmck5tc7blq2rqd.onion,False
hotarus,False,r6d636w47ncnaukrpvlhmtdbvbeltc6enfcuuow3jclpmyga7cz374qd.onion,False
karma,False,3nvzqyo6l4wkrzumzu5aod7zbosq4ipgf7ifgj3hsvbcr5vcasordvqd.onion,False
lockbit,False,lockbitkodidilol.onion,False
mbc,False,xembshruusobgbvxg4tcjs3jpdnks6xrr6nbokfxadcnlc53yxir22ad.onion,False
mydecryptor,False,5s4ixqul2enwxrqv.onion,False
n3tworm,False,n3twormruynhn3oetmxvasum2miix2jgg56xskdoyihra4wthvlgyeyd.onion,False
nemty,False,zjoxyw5mkacojk5ptn2iprkivg5clow72mjkyk5ttubzxprjjnwapkad.onion,False
onepercent,False,5mvifa3xq5m7sou3xzaajfz7h6eserp5fnkwotohns5pgbb5oxty3zad.onion,False
prolock,False,msaoyrayohnp32tcgwcanhjouetb5k54aekgnwg7dcvtgtecpumrxpqd.onion,False
qlocker,False,gvka2m4qt5fod2fltkjmdk4gxh5oxemhpgmnmtjptms6fkgfzdd62tad.onion,False
ranzy,False,37rckgo66iydpvgpwve7b2el5q2zhjw4tv4lmyewufnpx4lhkekxkoqd.onion,False
vfokx,False,vfokxcdzjbpehgit223vzdzwte47l3zcqtafj34qrr26htjo4uf3obid.onion,False
vfokx,False,746pbrxl7acvrlhzshosye3b3udk4plurpxt2pp27pojfhkkaooqiiqd.onion,False
xinof,False,wj3b2wtj7u2bzup75tzhnso56bin6bnvsxcbwbfcuvzpc4vcixbywlid.onion,False
spook,False,spookuhvfyxzph54ikjfwf2mwmxt572krpom7reyayrmxbkizbvkpaid.onion,False
RAMP,False,wavbeudogz6byhnardd2lkp2jafims3j7tj6k6qnywchn2csngvtffqd.onion,False
RAMP,True,rampjcdlqvgkoz5oywutpo6ggl7g6tvddysustfl6qzhr5osr24xxqqd.onion,True
RAMP,False,ramp4u5iz4xx75vmt6nk5xfrs5mrmtokzszqxhhkjqlk7pbwykaz7zid.onion,False
sabbath,False,54bb47h5qu4k7l4d7v5ix3i6ak6elysn3net4by4ihmvrhu7cvbskoqd.onion,False
sabbath,True,54bb47h.blog,False
quantum,False,quantum445bh3gzuyilxdzs5xdepf3b7lkcupswvkryf3n7hgzpxebid.onion,False
quantum,False,22rnyep2aa2exx3fdm26p4onwjfmhciodb55v5l3w4iny7e5bxpg3yad.onion,False
medusa,True,qd7pcafncosqfqu3ha6fcx4h6sr7tzwagzpcdcnytiw3b6varaeqv5yd.onion,False
medusa,True,z6wkgghtoawog5noty5nxulmmt2zs7c3yvwr22v4czbffdoly2kl4uad.onion,True
snatch,False,hl66646wtlp2naoqnhattngigjp5palgqmbwixepcjyq5i534acgqyad.onion,False
snatch,False,snatch.press,False
midas,False,midasbkic5eyfox4dhnijkzc7v7e4hpmsb2qgux7diqbpna4up4rtdad.onion,False
entropy,False,leaksv7sroztl377bbohzl42i3ddlfsxopcb6355zc7olzigedm5agad.onion,False
robinhood,True,robinhoodleaks.tumblr.com,False
mosesstaff,False,mosesstaffm7hptp.onion,False
mosesstaff,False,moses-staff.se,True
cooming,False,z6mikrtphid5fmn52nbcbg25tj57sowlm3oc25g563yvsfmygkcxqbyd.onion,False
cooming,False,teo7aj5mfgzxyeme.onion,False
aGl0bGVyCg,False,hitleransomware.cf,False
rook,False,gamol6n6p2p4c3ad7gxmx3ur7wwdwlywebo2azv3vv5qlmjmole2zbyd.onion,False
unknown,False,tdoe2fiiamwkiadhx2a4dfq56ztlqhzl2vckgwmjtoanfaya4kqvvvyd.onion,False
unknown,False,darktorhvabc652txfc575oendhykqcllb7bh7jhhsjduocdlyzdbmqd.onion,False
rransom,False,t2tqvp4pctcr7vxhgz5yd5x4ino5tw7jzs3whbntxirhp32djhi7q3id.onion,False
babyduck,False,babydovegkmhbontykziyq7qivwzy33mu4ukqefe4mqpiiwd3wibnjqd.onion,False
alphv,False,alphvmmm27o3abo3r2mlmjrpdmzle3rykajqc5xsj7j7ejksbpsa36ad.onion,False
alphv,False,2cuqgeerjdba2rhdiviezodpu3lc4qz2sjf4qin6f7std2evleqlzjid.onion,False
alphv,False,vqifktlreqpudvulhbzmc5gocbeawl67uvs2pttswemdorbnhaddohyd.onion,False
cryp70n1c0d3,True,7k4yyskpz3rxq5nyokf6ztbpywzbjtdfanweup3skctcxopmt7tq7eid.onion,True
dread,True,dreadytofatroptsdj6io7l3xptbet6onoyno2yv7jicoxknyazubrad.onion,True
againstthewest,False,giphvoitymatg4cv7bxqh5dz6sn6bfscywoat4qtslztkomf5lavrayd.onion,False
holyghost,False,matmq3z3hiovia3voe2tix2x54sghc3tszj74xgdy4tqtypoycszqzqd.onion,False
nightsky,False,gg5ryfgogainisskdvh4y373ap3b2mxafcibeh2lvq5x7fx76ygcosad.onion,False
ransomcartel,False,u67aylig7i6l657wxmp274eoilaowhp3boljowa6bli63rxyzfzsbtyd.onion,False
ransomcartel,False,cartelirsn5l54ehcbalyyqtfb3j7be2rpvf6ujayaf5qqmg3vlwiayd.onion,False
ransomcartel,False,cartelraqonekult2cxbzzz2ukiff7v6cav3w373uuhenybgqulxm5id.onion,False
adminlocker,False,adminavf4cikzbv6mbbp7ujpwhygnn2t3egiz2pswldj32krrml42wyd.onion,False
sugar,False,chat5sqrnzqewampznybomgn4hf2m53tybkarxk4sfaktwt7oqpkcvyd.onion,False
zeon,False,zeonrefpbompx6rwdqa5hxgtp2cxgfmoymlli3azoanisze33pp3x3yd.onion,False
freecivilian,False,gcbejm2rcjftouqbxuhimj5oroouqcuxb2my4raxqa7efkz5bd5464id.onion,False
pandora,False,vbfqeh5nugm6r2u2qvghsdxm3fotf5wbxb5ltv6vw77vus5frdpuaiid.onion,False
pandora,False,pandoraxyz.xyz,False
stormous,False,3slz4povugieoi3tw7sblxoowxhbzxeju427cffsst5fo2tizepwatid.onion,False
leaktheanalyst,False,leaktheanalyst.fireeye62c3da3fnosymmmcqcty7rl7cjucpbkzaz275a4qs5fgkzhad.onion,False
ranion,True,ranionv3j2o7wrn3um6de33eccbchhg32mkgnnoi72enkpp7jc25h3ad.onion,True
x001xs,True,nalr2uqsave7y2r235am5jsfiklfjh5h4jc5nztu3rzvmhklwt5j6kid.onion,False
kelvinsecurity,True,kelvinsecteamcyber.wixsite.com,False
blackbasta,True,stniiomyjliimcgkvdszvgen3eaaoz55hreqqx6o77yvmpwt7gklffqd.onion,False
blackbasta,False,aazsbsgya565vlu2c6bzy6yfiebkcbtvvcytvolt33s77xypi7nypxyd.onion,False
onyx,False,mrdxtxy6vqeqbmb4rvbvueh2kukb3e3mhu3wdothqn7242gztxyzycid.onion,False
mindware,False,dfpc7yvle5kxmgg6sbcp5ytggy3oeob676bjgwcwhyr2pwcrmbvoilqd.onion,False
ransomhouse,False,xw7au5pnwtl6lozbsudkmyd32n6gnqdngitjdppybudan3x3pjgpmpid.onion,False
ransomhouse,True,zohlm7ahjwegcedoz7lrdrti7bvpofymcayotp744qhx6gjmxbuo2yid.onion,True
cheers,False,rwiajgajdr4kzlnrj5zwebbukpcbrjhupjmk6gufxv6tg7myx34iocad.onion,False
cheers,False,crkfkmrh4qzbddfrl2axnkvjp5tgwx73d7lq4oycsfxc7pfgbfhtfiid.onion,False
darkangels,False,wemo2ysyeq6km2nqhcrz63dkdhez3j25yw2nvn7xba2z4h7v7gyrfgid.onion,False
lockbit3,False,lockbitapt2d73krlbewgv27tquljgxr33xbwwsp6rkyieto7u4ncead.onion,False
lockbit3,False,lockbitapt2yfbt7lchxejug47kmqvqqxvvjpqkmevv4l3azl3gy6pyd.onion,False
lockbit3,False,lockbitapt34kvrip6xojylohhxrwsvpzdffgs5z4pbbsywnzsbdguqd.onion,False
lockbit3,False,lockbitapt5x4zkjbcqmz6frdhecqqgadevyiwqxukksspnlidyvd7qd.onion,False
lockbit3,False,lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion,False
lockbit3,False,lockbitapt72iw55njgnqpymggskg5yp75ry7rirtdg4m7i42artsbqd.onion,False
lockbit3,False,lockbitaptawjl6udhpd323uehekiyatj6ftcxmkwe5sezs4fqgpjpid.onion,False
lockbit3,False,lockbitaptbdiajqtplcrigzgdjprwugkkut63nbvy2d5r4w2agyekqd.onion,False
lockbit3,False,lockbitaptc2iq4atewz2ise62q63wfktyrl4qtwuk5qax262kgtzjqd.onion,False
lockbit3,False,lockbitapt72iw55njgnqpymggskg5yp75ry7rirtdg4m7i42artsbqd.onion,False
lockbit3,False,lockbitsupa7e3b4pkn4mgkgojrl5iqgx24clbzc4xm7i6jeetsia3qd.onion,False
lockbit3,False,lockbitsupdwon76nzykzblcplixwts4n4zoecugz2bxabtapqvmzqqd.onion,False
lockbit3,False,lockbitsupn2h6be2cnqpvncyhj4rgmnwn44633hnzzmtxdvjoqlp7yd.onion,False
lockbit3,False,lockbitsupo7vv5vcl3jxpsdviopwvasljqcstym6efhh6oze7c6xjad.onion,False
lockbit3,False,lockbitsupqfyacidr6upt6nhhyipujvaablubuevxj6xy3frthvr3yd.onion,False
lockbit3,False,lockbitsupt7nr3fa6e7xyb73lk6bw6rcneqhoyblniiabj4uwvzapqd.onion,False
lockbit3,False,lockbitsupuhswh4izvoucoxsbnotkmgq6durg7kficg6u33zfvq3oyd.onion,False
lockbit3,False,lockbitsupxcjntihbmat4rrh7ktowips2qzywh6zer5r3xafhviyhqd.onion,False
lockbit3,False,lockbitsupq3g62dni2f36snrdb4n5qzqvovbtkt5xffw3draxk6gwqd.onion,False
lockbit3,False,lockbitfile2tcudkcqqt2ve6btssyvqwlizbpv5vz337lslmhff2uad.onion,False
lockbit3,False,lockbitnotexk2vnf2q2zwjefsl3hjsnk4u74vq4chxrqpjclfydk4ad.onion,False
bluesky,False,ccpyeuptrlatb2piua4ukhnhi7lrxgerrcrj4p2b5uhbzqm2xgdjaqid.onion,False
solidbit,False,solidb2jco63vbhx4sfimnqmwhtdjk4jbbgq7a24cmzzkfse4rduxgid.onion,False
yanluowang,False,jukswsxbh3jsxuddvidrjdvwuohtsy4kxg2axbppiyclomt2qciyfoad.onion,False
nokoyawa,False,lirncvjfmdhv6samxvvlohfqx7jklfxoxj7xn3fh7qeabs3taemdsdqd.onion,False
nokoyawa,False,6yofnrq7evqrtz3tzi3dkbrdovtywd35lx3iqbc5dyh367nrdh4jgfyd.onion,False
karakurt,False,omx5iqrdbsoitf3q4xexrqw5r5tfw7vp3vl3li3lfo7saabxazshnead.onion,False
karakurt,False,3f7nxkjway3d223j27lyad7v5cgmyaifesycvmwq7i7cbs23lb6llryd.onion,False
karakurt,True,karaleaks.com,False
redalert,False,blog2hkbm6gogpv2b3uytzi3bj5d5zmc4asbybumjkhuqhas355janyd.onion,False
bianlian,False,bianlianlbc5an4kgnay3opdemgcryg2kpfcbgczopmm3dnbz3uaunad.onion,False
0mega,True,omegalock5zxwbhswbisc42o2q2i54vdulyvtqqbudqousisjgc7j7yd.onion,True
0mega,True,0mega.cc,True
lilith,False,yeuajcizwytgmrntijhxphs6wn5txp2prs6rpndafbsapek3zd4ubcid.onion,False
lockbit3_fs,True,lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion,False
lockbit3_fs,False,lockbit7z2mmiz3ryxafn5kapbvbbiywsxwovasfkgf5dqqp5kxlajad.onion,True
lockbit3_fs,False,lockbit7z2og4jlsmdy7dzty3g42eu3gh2sx2b6ywtvhrjtss7li4fyd.onion,True
lockbit3_fs,True,lockbit7z355oalq4hiy5p7de64l6rsqutwlvydqje56uvevcc57r6qd.onion,True
lockbit3_fs,True,lockbit7z36ynytxwjzuoao46ck7b3753gpedary3qvuizn3iczhe4id.onion,True
lockbit3_fs,True,lockbit7z37ntefjdbjextn6tmdkry4j546ejnru5cejeguitiopvhad.onion,True
lockbit3_fs,False,lockbit7z3azdoxdpqxzliszutufbc2fldagztdu47xyucp25p4xtqad.onion,False
lockbit3_fs,False,lockbit7z3ddvg5vuez2vznt73ljqgwx5tnuqaa2ye7lns742yiv2zyd.onion,False
lockbit3_fs,False,lockbit7z3hv7ev5knxbrhsvv2mmu2rddwqizdz4vwfvxt5izrq6zqqd.onion,False
lockbit3_fs,False,lockbit7z3ujnkhxwahhjduh5me2updvzxewhhc5qvk2snxezoi5drad.onion,True
lockbit3_fs,True,lockbit7z4bsm63m3dagp5xglyacr4z4bwytkvkkwtn6enmuo5fi5iyd.onion,False
lockbit3_fs,False,lockbit7z4cgxvictidwfxpuiov4scdw34nxotmbdjyxpkvkg34mykyd.onion,False
lockbit3_fs,False,lockbit7z4k5zer5fbqi2vdq5sx2vuggatwyqvoodrkhubxftyrvncid.onion,False
lockbit3_fs,True,lockbit7z4ndl6thsct34yd47jrzdkpnfg3acfvpacuccb45pnars2ad.onion,True
lockbit3_fs,True,lockbit7z55tuwaflw2c7torcryobdvhkcgvivhflyndyvcrexafssad.onion,True
lockbit3_fs,False,lockbit7z57mkicfkuq44j6yrpu5finwvjllczkkp2uvdedsdonjztyd.onion,False
lockbit3_fs,False,lockbit7z5ehshj6gzpetw5kso3onts6ty7wrnneya5u4aj3vzkeoaqd.onion,False
lockbit3_fs,False,lockbit7z5hwf6ywfuzipoa42tjlmal3x5suuccngsamsgklww2xgyqd.onion,True
lockbit3_fs,True,lockbit7z5ltrhzv46lsg447o3cx2637dloc3qt4ugd3gr2xdkkkeayd.onion,False
lockbit3_fs,False,lockbit7z6choojah4ipvdpzzfzxxchjbecnmtn4povk6ifdvx2dpnid.onion,True
lockbit3_fs,True,lockbit7z6dqziutocr43onmvpth32njp4abfocfauk2belljjpobxyd.onion,False
lockbit3_fs,True,lockbit7z6f3gu6rjvrysn5gjbsqj3hk3bvsg64ns6pjldqr2xhvhsyd.onion,True
lockbit3_fs,False,lockbit7z6qinyhhmibvycu5kwmcvgrbpvtztkvvmdce5zwtucaeyrqd.onion,False
lockbit3_fs,False,lockbit7z6rzyojiye437jp744d4uwtff7aq7df7gh2jvwqtv525c4yd.onion,True
daixin,False,232fwh5cea3ub6qguz3pynijxfzl2uj3c73nbrayipf3gq25vtq2r4qd.onion,False
daixin,True,7ukmkdtyxdkdivtjad57klqnd3kdsmq6tp45rrsxqnu76zzv3jvitlqd.onion,True
icefire,False,kf6x3mjeqljqxjznaw65jixin7dpcunfxbbakwuitizytcpzn4iy5bad.onion,False
donutleaks,False,qkbbaxiuqqcqb5nox4np4qjcniy2q6m7yeluvj7n5i5dn7pgpcwxwfid.onion,False
donutleaks,True,sbc2zv2qnz5vubwtx3aobfpkeao6l4igjegm3xx7tk5suqhjkp5jxtqd.onion,False
donutleaks,False,doq32rjiuomfghm5a4lyf3lwwakt2774tkv4ppsos6ueo5mhx7662gid.onion,False
qilin,False,ozsxj4hwxub7gio347ac7tyqqozvfioty37skqilzo2oqfs4cw2mgtyd.onion,False
qilin,True,kbsqoivihgdmwczmxkbovk7ss2dcynitwhhfu5yw725dboqo5kthfaad.onion,False
diavol,False,7ypnbv3snejqmgce4kbewwvym4cm5j6lkzf2hra2hyhtsvwjaxwipkyd.onion,False
monti,False,4s4lnfeujzo67fy2jebz2dxskez2gsqj2jeb35m75ktufxensdicqxad.onion,False
monti,True,mblogci3rudehaagbryjznltdp33ojwzkq6hn2pckvjq33rycmzczpid.onion,True
sparta,False,zj2ex44e2b2xi43m2txk4uwi3l55aglsarre7repw7rkfwpj54j46iqd.onion,False
chilelocker,False,z6vidveub2ypo3d3x7omsmcxqwxkkmvn5y3paoufyd2tt4bfbkg33kid.onion,False
dagonlocker,False,dgnh6p5uq234zry7qx7bh73hj5ht3jqisgfet6s7j7uyas5i46xfdkyd.onion,False
royal,False,royal2xthig3ou5hd7zsliqagy6yygk2cdelaxtni2fyad6dpmpxedid.onion,False
royal,False,royal4ezp7xrbakkus3oofjw6gszrohpodmdnfbe5e4w3og5sm7vb3qd.onion,False
shaoleaks,False,crptd5sv5bdz6hovrbkac6mnp3rt7zij62njsqwh5a6ldd3asxdd22qd.onion,False
mallox,True,wtyafjyhwqrgo4a45wdvvwhen3cx4euie73qvlhkhvlrexljoyuklaad.onion,True
projectrelic,False,relic5zqwemjnu4veilml6prgyedj6phs7de3udhicuq53z37klxm6qd.onion,False
play,True,k7kg3jqxang3wh7hnmaiokchk7qoebupfgoik6rha6mjpzwupwtj25yd.onion,True
play,True,mbrlkbtq5jonaqkurjwmxftytyn2ethqvbxfu4rgjbkkknndqwae6byd.onion,True
dataleak,False,woqjumaahi662ka26jzxyx7fznbp4kg3bsjar4b52tqkxgm2pylcjlad.onion,False
